model_id,rank,ensemble_weight,type,cost,duration
287,1,0.02,gradient_boosting,0.3591160220994475,36.4656035900116
267,2,0.06,extra_trees,0.3646408839779005,10.858616828918457
299,3,0.02,gradient_boosting,0.37016574585635365,43.08991980552673
52,4,0.16,extra_trees,0.37569060773480667,12.698296785354614
264,5,0.02,gradient_boosting,0.3812154696132597,42.751100301742554
301,6,0.02,gradient_boosting,0.3867403314917127,29.97356081008911
65,7,0.02,extra_trees,0.39226519337016574,10.939214944839478
295,8,0.02,libsvm_svc,0.39226519337016574,5.0564727783203125
278,9,0.04,passive_aggressive,0.39779005524861877,0.572237491607666
29,10,0.04,liblinear_svc,0.4033149171270718,4.561240911483765
23,12,0.08,libsvm_svc,0.4088397790055248,0.40605759620666504
124,15,0.02,qda,0.4088397790055248,0.45788121223449707
144,14,0.06,extra_trees,0.4088397790055248,0.9448878765106201
156,17,0.22,adaboost,0.4088397790055248,2.686729907989502
214,13,0.06,gradient_boosting,0.4088397790055248,0.8857831954956055
229,16,0.02,gradient_boosting,0.4088397790055248,0.9945886135101318
263,11,0.02,extra_trees,0.4088397790055248,1.1451332569122314
69,20,0.06,extra_trees,0.41436464088397795,11.265781164169312
82,19,0.02,extra_trees,0.41436464088397795,1.1789278984069824
96,18,0.02,extra_trees,0.41436464088397795,1.4998118877410889
