model_id,rank,ensemble_weight,type,cost,duration
671,1,0.02,adaboost,0.37016574585635365,2.6081199645996094
558,3,0.02,sgd,0.37569060773480667,2.8883910179138184
587,2,0.04,sgd,0.37569060773480667,0.6727426052093506
367,5,0.04,sgd,0.3812154696132597,2.721757650375366
657,4,0.04,sgd,0.3812154696132597,2.8638036251068115
556,8,0.1,sgd,0.3867403314917127,2.785245895385742
616,7,0.02,sgd,0.3867403314917127,2.80757474899292
655,6,0.02,sgd,0.3867403314917127,4.368977069854736
662,9,0.02,sgd,0.3867403314917127,0.580249547958374
439,11,0.08,sgd,0.39226519337016574,4.441052436828613
441,12,0.14,sgd,0.39226519337016574,0.641068696975708
522,13,0.04,sgd,0.39226519337016574,0.6594088077545166
559,10,0.02,sgd,0.39226519337016574,2.692142963409424
589,14,0.06,sgd,0.39226519337016574,2.5468945503234863
592,15,0.1,sgd,0.39226519337016574,0.643524169921875
597,16,0.02,sgd,0.39226519337016574,0.6569335460662842
358,25,0.02,sgd,0.39779005524861877,2.816560983657837
379,24,0.04,sgd,0.39779005524861877,0.6413683891296387
381,19,0.02,sgd,0.39779005524861877,3.9851913452148438
403,23,0.02,sgd,0.39779005524861877,0.6903400421142578
415,22,0.04,sgd,0.39779005524861877,2.5743048191070557
420,21,0.02,sgd,0.39779005524861877,0.6219723224639893
451,20,0.02,sgd,0.39779005524861877,0.6402721405029297
608,18,0.02,sgd,0.39779005524861877,2.7117128372192383
627,17,0.02,sgd,0.39779005524861877,0.666440486907959
