model_id,rank,ensemble_weight,type,cost,duration
217,4,0.12,mlp,0.33336516466969246,0.6132116317749023
218,5,0.1,mlp,0.33336516466969246,0.647498369216919
225,6,0.04,mlp,0.33336516466969246,2.3613533973693848
249,3,0.1,mlp,0.33336516466969246,0.7730262279510498
292,1,0.08,mlp,0.33336516466969246,0.6654658317565918
368,2,0.04,mlp,0.33336516466969246,0.8403153419494629
251,7,0.02,mlp,0.3701169099812971,4.0234034061431885
401,8,0.02,mlp,0.3820681236689635,0.7667140960693359
347,9,0.02,mlp,0.38563332396820393,0.8861701488494873
316,10,0.04,mlp,0.4006847053932776,2.5825886726379395
287,11,0.04,mlp,0.4039962676132809,3.109153985977173
212,12,0.02,lda,0.4129714940470237,0.4059417247772217
192,13,0.02,lda,0.4143804432827347,0.5070407390594482
196,14,0.04,lda,0.4153851501854422,0.3822662830352783
169,15,0.04,lda,0.4156728948110737,0.48755502700805664
139,16,0.02,lda,0.41589756952510226,0.40919923782348633
214,17,0.02,lda,0.41701766678210084,0.46897268295288086
211,18,0.02,lda,0.4179422862533231,0.4654688835144043
189,19,0.02,lda,0.42035590759395514,0.44894981384277344
167,20,0.06,lda,0.4246988033190402,0.4457283020019531
148,21,0.02,lda,0.42579520556077244,0.45903754234313965
55,22,0.04,mlp,0.4293374742580658,5.243727207183838
215,23,0.04,lda,0.43279093290313275,0.41126346588134766
193,24,0.02,lda,0.43720181027332783,13.528626918792725
