model_id,rank,ensemble_weight,type,cost,duration
538,1,0.02,lda,0.3431372549019608,1.8917908668518066
449,15,0.08,lda,0.3480392156862745,1.8573672771453857
468,12,0.02,lda,0.3480392156862745,1.959742546081543
478,11,0.04,lda,0.3480392156862745,1.8714780807495117
489,17,0.02,lda,0.3480392156862745,1.1712367534637451
494,8,0.02,lda,0.3480392156862745,2.136702060699463
498,7,0.04,lda,0.3480392156862745,1.8005146980285645
500,6,0.04,lda,0.3480392156862745,1.7609760761260986
520,5,0.04,lda,0.3480392156862745,1.8771398067474365
521,4,0.02,lda,0.3480392156862745,1.2516820430755615
522,3,0.02,lda,0.3480392156862745,1.7597496509552002
527,9,0.06,lda,0.3480392156862745,1.1220788955688477
529,18,0.04,lda,0.3480392156862745,1.8234796524047852
533,10,0.02,lda,0.3480392156862745,1.901505947113037
537,13,0.04,lda,0.3480392156862745,1.1146376132965088
548,14,0.02,lda,0.3480392156862745,1.151970386505127
552,16,0.12,lda,0.3480392156862745,1.934922695159912
556,2,0.02,lda,0.3480392156862745,1.0920758247375488
458,22,0.04,lda,0.3529411764705882,0.985590934753418
493,21,0.02,lda,0.3529411764705882,2.004227876663208
512,20,0.08,lda,0.3529411764705882,2.2555129528045654
531,19,0.02,lda,0.3529411764705882,1.1103944778442383
403,23,0.04,lda,0.3578431372549019,1.606801986694336
553,24,0.02,lda,0.3578431372549019,1.8404278755187988
451,25,0.04,lda,0.36764705882352944,1.0009257793426514
363,27,0.04,lda,0.37254901960784315,1.6058361530303955
456,26,0.02,lda,0.37254901960784315,1.6435456275939941
