model_id,rank,ensemble_weight,type,cost,duration
98,1,0.020000000000000004,gradient_boosting,0.41315345699831363,4.021231412887573
16,3,0.020000000000000004,gradient_boosting,0.42664418212478916,167.86460137367249
103,2,0.08000000000000002,liblinear_svc,0.42664418212478916,0.5303378105163574
112,4,0.020000000000000004,liblinear_svc,0.427487352445194,1.0973734855651855
155,5,0.020000000000000004,random_forest,0.4291736930860034,1.6968674659729004
46,6,0.060000000000000005,decision_tree,0.4308600337268128,0.42666125297546387
104,7,0.020000000000000004,liblinear_svc,0.4308600337268128,0.5209722518920898
69,8,0.020000000000000004,passive_aggressive,0.4317032040472175,0.5421178340911865
41,9,0.04000000000000001,random_forest,0.4325463743676222,1.2309858798980713
89,10,0.020000000000000004,random_forest,0.4325463743676222,3.9634296894073486
117,11,0.020000000000000004,adaboost,0.43338954468802693,9.83796739578247
20,12,0.08000000000000002,adaboost,0.43423271500843175,6.685278654098511
78,13,0.020000000000000004,random_forest,0.43591905564924116,12.21400785446167
42,14,0.04000000000000001,random_forest,0.4376053962900506,3.226762533187866
166,15,0.060000000000000005,liblinear_svc,0.4409780775716695,1.1055688858032227
169,16,0.04000000000000001,gradient_boosting,0.4409780775716695,2.758591413497925
73,17,0.08000000000000002,adaboost,0.4426644182124789,2.4357922077178955
131,18,0.04000000000000001,gradient_boosting,0.4426644182124789,36.519286155700684
148,19,0.04000000000000001,random_forest,0.4426644182124789,15.686999797821045
31,20,0.020000000000000004,gradient_boosting,0.44350758853288363,0.8576939105987549
92,21,0.10000000000000002,sgd,0.44350758853288363,2.10831356048584
147,22,0.04000000000000001,qda,0.44350758853288363,1.2717163562774658
173,23,0.10000000000000002,adaboost,0.44350758853288363,4.222930669784546
