model_id,rank,ensemble_weight,type,cost,duration
107,1,0.26,extra_trees,0.3642857142857143,12.263478755950928
141,2,0.14,extra_trees,0.3642857142857143,9.20996379852295
149,6,0.02,extra_trees,0.3701612903225806,12.037131309509277
189,4,0.02,extra_trees,0.3701612903225806,9.383157968521118
203,3,0.02,extra_trees,0.3701612903225806,9.10854172706604
215,5,0.04,extra_trees,0.3701612903225806,12.103201150894165
40,7,0.02,extra_trees,0.37746710526315796,9.315076112747192
126,8,0.02,extra_trees,0.38170731707317085,13.139260292053223
32,10,0.02,extra_trees,0.38744502199120356,0.9425883293151855
77,12,0.04,extra_trees,0.38744502199120356,14.222572565078735
101,13,0.02,extra_trees,0.38744502199120356,14.35210394859314
155,14,0.02,extra_trees,0.38744502199120356,6.37225604057312
212,11,0.06,extra_trees,0.38744502199120356,16.657955169677734
216,9,0.02,extra_trees,0.38744502199120356,6.2530834674835205
88,15,0.12,decision_tree,0.38847926267281097,0.46469664573669434
15,16,0.04,extra_trees,0.3943833943833943,10.149772882461548
55,19,0.02,extra_trees,0.3943833943833943,4.885570526123047
60,18,0.04,extra_trees,0.3943833943833943,6.500313758850098
97,17,0.02,extra_trees,0.3943833943833943,7.946456432342529
116,21,0.02,extra_trees,0.3943833943833943,8.971467733383179
168,20,0.02,extra_trees,0.3943833943833943,5.937504768371582
