model_id,rank,ensemble_weight,type,cost,duration
229,2,0.04,lda,0.4091279543602282,2.153329372406006
277,1,0.04,lda,0.4091279543602282,1.6372203826904297
131,3,0.04,libsvm_svc,0.4099429502852485,0.9954698085784912
246,4,0.02,lda,0.4099429502852485,0.4277961254119873
352,6,0.04,lda,0.41075794621026895,1.6441552639007568
454,5,0.04,libsvm_svc,0.41075794621026895,75.01179528236389
104,7,0.06,lda,0.4115729421352893,2.305067539215088
427,8,0.02,lda,0.4115729421352893,0.47806668281555176
591,9,0.12,lda,0.4115729421352893,0.47948193550109863
233,12,0.04,lda,0.41320293398533003,2.09330415725708
284,10,0.08,lda,0.41320293398533003,0.5886693000793457
593,11,0.06,lda,0.41320293398533003,0.6136102676391602
328,13,0.06,lda,0.41401792991035047,2.028218984603882
181,14,0.04,lda,0.4148329258353708,2.0026228427886963
251,18,0.06,lda,0.4156479217603912,0.5275363922119141
280,15,0.02,lda,0.4156479217603912,0.5610651969909668
312,16,0.02,random_forest,0.4156479217603912,3.3208320140838623
357,17,0.02,lda,0.4156479217603912,0.5627384185791016
145,19,0.02,lda,0.41646291768541155,1.654653787612915
61,22,0.08,random_forest,0.417277913610432,8.123393297195435
170,20,0.04,lda,0.417277913610432,2.1459267139434814
452,21,0.04,lda,0.417277913610432,0.45440101623535156
