model_id,rank,ensemble_weight,type,cost,duration
51,2,0.02,random_forest,0.3698060941828255,8.811763286590576
81,1,0.02,random_forest,0.3698060941828255,10.46222186088562
19,3,0.02,extra_trees,0.37119113573407203,210.6738624572754
84,4,0.12,random_forest,0.37119113573407203,73.25702857971191
61,5,0.06,random_forest,0.3753462603878116,335.8447766304016
75,6,0.08,random_forest,0.3767313019390581,82.37167811393738
26,7,0.02,random_forest,0.3808864265927978,2.461190938949585
63,8,0.08,random_forest,0.3808864265927978,25.3756365776062
23,10,0.04,lda,0.38227146814404434,0.8644909858703613
60,9,0.02,random_forest,0.38227146814404434,29.547409057617188
53,11,0.02,random_forest,0.3850415512465374,26.20552349090576
82,12,0.02,extra_trees,0.3864265927977839,1.193913459777832
35,13,0.02,random_forest,0.38781163434903043,7.460865020751953
68,14,0.02,gradient_boosting,0.38781163434903043,0.6380164623260498
33,15,0.14,random_forest,0.38919667590027696,12.379859447479248
66,16,0.14,adaboost,0.3975069252077562,0.97688889503479
47,17,0.04,random_forest,0.407202216066482,5.524701118469238
57,18,0.02,extra_trees,0.41135734072022156,3.4281973838806152
44,19,0.1,k_nearest_neighbors,0.4141274238227147,0.7287271022796631
