,Threshold,Score
0,0.0,0.5175332527206772
1,0.010101010101010102,0.5175332527206772
2,0.020202020202020204,0.5175332527206772
3,0.030303030303030304,0.5175332527206772
4,0.04040404040404041,0.5175332527206772
5,0.05050505050505051,0.5175332527206772
6,0.06060606060606061,0.5175332527206772
7,0.07070707070707072,0.5175332527206772
8,0.08080808080808081,0.5175332527206772
9,0.09090909090909091,0.5175332527206772
10,0.10101010101010102,0.5175332527206772
11,0.11111111111111112,0.5175332527206772
12,0.12121212121212122,0.5175332527206772
13,0.13131313131313133,0.5175332527206772
14,0.14141414141414144,0.5175332527206772
15,0.15151515151515152,0.5175332527206772
16,0.16161616161616163,0.5175332527206772
17,0.17171717171717174,0.5175332527206772
18,0.18181818181818182,0.5175332527206772
19,0.19191919191919193,0.5175332527206772
20,0.20202020202020204,0.5175332527206772
21,0.21212121212121213,0.5175332527206772
22,0.22222222222222224,0.5175332527206772
23,0.23232323232323235,0.5175332527206772
24,0.24242424242424243,0.5175332527206772
25,0.25252525252525254,0.5175332527206772
26,0.26262626262626265,0.5175332527206772
27,0.27272727272727276,0.5175332527206772
28,0.2828282828282829,0.5163240628778718
29,0.29292929292929293,0.5163240628778718
30,0.30303030303030304,0.5163240628778718
31,0.31313131313131315,0.5175332527206772
32,0.32323232323232326,0.5175332527206772
33,0.33333333333333337,0.5175332527206772
34,0.3434343434343435,0.5199516324062878
35,0.3535353535353536,0.5235792019347038
36,0.36363636363636365,0.528415961305925
37,0.37373737373737376,0.5296251511487303
38,0.38383838383838387,0.5296251511487303
39,0.393939393939394,0.5308343409915357
40,0.4040404040404041,0.532043530834341
41,0.4141414141414142,0.5344619105199516
42,0.42424242424242425,0.5417170495767836
43,0.43434343434343436,0.5405078597339782
44,0.4444444444444445,0.5441354292623942
45,0.4545454545454546,0.5465538089480049
46,0.4646464646464647,0.5513905683192262
47,0.4747474747474748,0.5562273276904474
48,0.48484848484848486,0.558645707376058
49,0.494949494949495,0.5683192261185006
50,0.5050505050505051,0.5731559854897219
51,0.5151515151515152,0.5671100362756953
52,0.5252525252525253,0.56590084643289
53,0.5353535353535354,0.5598548972188634
54,0.5454545454545455,0.5562273276904474
55,0.5555555555555556,0.5598548972188634
56,0.5656565656565657,0.5574365175332527
57,0.5757575757575758,0.5550181378476421
58,0.5858585858585859,0.5465538089480049
59,0.595959595959596,0.5477629987908101
60,0.6060606060606061,0.535671100362757
61,0.6161616161616162,0.528415961305925
62,0.6262626262626263,0.5223700120918985
63,0.6363636363636365,0.5187424425634825
64,0.6464646464646465,0.5114873035066505
65,0.6565656565656566,0.5030229746070133
66,0.6666666666666667,0.4969770253929867
67,0.6767676767676768,0.4909310761789601
68,0.686868686868687,0.4873035066505441
69,0.696969696969697,0.4860943168077388
70,0.7070707070707072,0.4860943168077388
71,0.7171717171717172,0.4836759371221282
72,0.7272727272727273,0.4836759371221282
73,0.7373737373737375,0.48246674727932287
74,0.7474747474747475,0.4836759371221282
75,0.7575757575757577,0.4836759371221282
76,0.7676767676767677,0.48246674727932287
77,0.7777777777777778,0.4836759371221282
78,0.787878787878788,0.48246674727932287
79,0.797979797979798,0.48246674727932287
80,0.8080808080808082,0.48246674727932287
81,0.8181818181818182,0.48246674727932287
82,0.8282828282828284,0.48246674727932287
83,0.8383838383838385,0.48246674727932287
84,0.8484848484848485,0.48246674727932287
85,0.8585858585858587,0.48246674727932287
86,0.8686868686868687,0.48246674727932287
87,0.8787878787878789,0.48246674727932287
88,0.888888888888889,0.48246674727932287
89,0.8989898989898991,0.48246674727932287
90,0.9090909090909092,0.48246674727932287
91,0.9191919191919192,0.48246674727932287
92,0.9292929292929294,0.48246674727932287
93,0.9393939393939394,0.48246674727932287
94,0.9494949494949496,0.48246674727932287
95,0.9595959595959597,0.48246674727932287
96,0.9696969696969697,0.48246674727932287
97,0.9797979797979799,0.48246674727932287
98,0.98989898989899,0.48246674727932287
99,1.0,0.48246674727932287
