model_id,rank,ensemble_weight,type,cost,duration
45,1,0.18000000000000002,random_forest,0.398235294117647,3.184938430786133
58,2,0.04000000000000001,random_forest,0.4035294117647059,16.268691539764404
248,3,0.12000000000000001,random_forest,0.40470588235294114,7.437027931213379
189,4,0.04000000000000001,random_forest,0.4052941176470588,1.8307673931121826
225,5,0.020000000000000004,random_forest,0.40588235294117647,6.654142379760742
109,6,0.04000000000000001,passive_aggressive,0.4070588235294118,0.525803804397583
202,7,0.04000000000000001,random_forest,0.40764705882352936,6.0428338050842285
42,8,0.060000000000000005,random_forest,0.40823529411764703,7.232769727706909
68,11,0.020000000000000004,random_forest,0.40941176470588236,4.331608772277832
134,10,0.04000000000000001,liblinear_svc,0.40941176470588236,0.4803333282470703
170,9,0.020000000000000004,lda,0.40941176470588236,0.5314111709594727
74,14,0.060000000000000005,random_forest,0.41000000000000003,6.4094977378845215
159,12,0.10000000000000002,extra_trees,0.41000000000000003,1.8915386199951172
256,13,0.08000000000000002,random_forest,0.41000000000000003,39.00885486602783
104,15,0.060000000000000005,random_forest,0.4105882352941177,7.0722620487213135
149,16,0.04000000000000001,extra_trees,0.4105882352941177,1.7500190734863281
53,17,0.020000000000000004,lda,0.41117647058823525,0.4444549083709717
262,18,0.020000000000000004,random_forest,0.4123529411764706,9.831121683120728
