model_id,rank,ensemble_weight,type,cost,duration
4,1,0.02,gradient_boosting,0.4205378973105135,1.5960142612457275
121,2,0.04,bernoulli_nb,0.43031784841075793,0.4872469902038574
143,3,0.02,lda,0.4327628361858191,0.7562897205352783
127,4,0.02,k_nearest_neighbors,0.4400977995110025,0.7829775810241699
87,5,0.02,multinomial_nb,0.44498777506112475,0.5628752708435059
158,6,0.02,lda,0.4498777506112469,0.5848648548126221
169,7,0.02,bernoulli_nb,0.4498777506112469,0.4675872325897217
42,8,0.54,sgd,0.4523227383863081,0.5149631500244141
47,9,0.24,passive_aggressive,0.4523227383863081,0.4783146381378174
76,10,0.04,lda,0.4523227383863081,0.6617133617401123
102,11,0.02,adaboost,0.4523227383863081,4.355293273925781
