model_id,rank,ensemble_weight,type,cost,duration
104,1,0.46,gradient_boosting,0.38141809290953543,1.6100175380706787
223,2,0.04,adaboost,0.4180929095354523,25.63407254219055
83,3,0.02,libsvm_svc,0.4205378973105135,0.9406290054321289
115,4,0.04,random_forest,0.42787286063569685,1.816807508468628
149,5,0.08,lda,0.42787286063569685,1.6411621570587158
153,6,0.02,gradient_boosting,0.42787286063569685,205.8948473930359
58,7,0.02,mlp,0.4327628361858191,2.7406351566314697
10,8,0.02,random_forest,0.4352078239608802,1.6708812713623047
18,9,0.02,random_forest,0.4352078239608802,1.4746673107147217
151,10,0.04,adaboost,0.4352078239608802,94.34795331954956
186,11,0.18,adaboost,0.4352078239608802,1.1493220329284668
133,12,0.04,random_forest,0.4376528117359413,1.9950392246246338
168,13,0.02,adaboost,0.4376528117359413,9.991922378540039
